,status,month,credit_history,purpose,credit_amount,savings,employment,investment_as_income_percentage,personal_status,other_debtors,residence_since,property,age,installment_plans,housing,number_of_credits,skill_level,people_liable_for,telephone,foreign_worker,credit,sex
605,<200,24,None/Paid,A42,2828,500+,1-4 years,4,single,A101,4,A121,22,A142,A152,1,A173,1,A192,A201,1,1.0
606,None,24,Other,A49,4526,<500,1-4 years,3,single,A101,2,A121,74,A143,A152,1,A174,1,A192,A201,1,1.0
607,<200,36,None/Paid,A43,2671,<500,1-4 years,4,divorced/separated/married,A102,4,A124,50,A143,A153,1,A173,1,A191,A201,2,0.0
608,None,18,None/Paid,A43,2051,<500,1-4 years,4,single,A101,1,A121,33,A143,A152,1,A173,1,A191,A201,1,1.0
609,None,15,None/Paid,A41,1300,Unknown/None,4+ years,4,single,A101,4,A124,45,A141,A153,1,A173,2,A191,A201,1,1.0
610,<200,12,None/Paid,A44,741,<500,Unemployed,4,divorced/separated/married,A101,3,A122,22,A143,A152,1,A173,1,A191,A201,2,0.0
611,200+,10,None/Paid,A40,1240,<500,4+ years,1,divorced/separated/married,A101,4,A124,48,A143,A153,1,A172,2,A191,A201,2,0.0
612,<200,21,None/Paid,A43,3357,500+,1-4 years,4,divorced/separated/married,A101,2,A123,29,A141,A152,1,A173,1,A191,A201,1,0.0
613,<200,24,None/Paid,A41,3632,<500,1-4 years,1,divorced/separated/married,A103,4,A123,22,A141,A151,1,A173,1,A191,A202,1,0.0
614,None,18,Delay,A42,1808,<500,4+ years,4,divorced/separated/married,A101,1,A121,22,A143,A152,1,A173,1,A191,A201,2,0.0
615,<200,48,None/Paid,A49,12204,Unknown/None,1-4 years,2,single,A101,2,A123,48,A141,A152,1,A174,1,A192,A201,1,1.0
616,<200,60,Delay,A43,9157,Unknown/None,1-4 years,2,single,A101,2,A124,27,A143,A153,1,A174,1,A191,A201,1,1.0
617,<200,6,Other,A40,3676,<500,1-4 years,1,single,A101,3,A121,37,A143,A151,3,A173,2,A191,A201,1,1.0
618,<200,30,None/Paid,A42,3441,<500,1-4 years,2,divorced/separated/married,A102,4,A123,21,A143,A151,1,A173,1,A191,A201,2,0.0
619,None,12,None/Paid,A40,640,<500,1-4 years,4,divorced/separated,A101,2,A121,49,A143,A152,1,A172,1,A191,A201,1,1.0
620,<200,21,Other,A49,3652,<500,4+ years,2,single,A101,3,A122,27,A143,A152,2,A173,1,A191,A201,1,1.0
621,None,18,Other,A40,1530,<500,1-4 years,3,single,A101,2,A122,32,A141,A152,2,A173,1,A191,A201,2,1.0
622,None,48,None/Paid,A49,3914,Unknown/None,1-4 years,4,divorced/separated,A101,2,A121,38,A141,A152,1,A173,1,A191,A201,2,1.0
623,<200,12,None/Paid,A42,1858,<500,1-4 years,4,divorced/separated/married,A101,1,A123,22,A143,A151,1,A173,1,A191,A201,1,0.0
624,<200,18,None/Paid,A43,2600,<500,1-4 years,4,single,A101,4,A124,65,A143,A153,2,A173,1,A191,A201,2,1.0
625,None,15,None/Paid,A43,1979,Unknown/None,4+ years,4,single,A101,2,A123,35,A143,A152,1,A173,1,A191,A201,1,1.0
626,200+,6,None/Paid,A42,2116,<500,1-4 years,2,single,A101,2,A121,41,A143,A152,1,A173,1,A192,A201,1,1.0
627,<200,9,None/Paid,A40,1437,<500,4+ years,2,single,A101,3,A124,29,A143,A152,1,A173,1,A191,A201,2,1.0
628,None,42,Other,A42,4042,500+,1-4 years,4,single,A101,4,A121,36,A143,A152,2,A173,1,A192,A201,1,1.0
629,None,9,None/Paid,A46,3832,Unknown/None,4+ years,1,single,A101,4,A121,64,A143,A152,1,A172,1,A191,A201,1,1.0
630,<200,24,None/Paid,A43,3660,<500,1-4 years,2,divorced/separated/married,A101,4,A123,28,A143,A152,1,A173,1,A191,A201,1,0.0
631,<200,18,None/Paid,A42,1553,<500,1-4 years,4,single,A101,3,A123,44,A141,A152,1,A173,1,A191,A201,2,1.0
632,<200,15,None/Paid,A43,1444,Unknown/None,1-4 years,4,single,A101,1,A122,23,A143,A152,1,A173,1,A191,A201,1,1.0
633,None,9,None/Paid,A42,1980,<500,1-4 years,2,divorced/separated/married,A102,2,A123,19,A143,A151,2,A173,1,A191,A201,2,0.0
634,<200,24,None/Paid,A40,1355,<500,1-4 years,3,divorced/separated/married,A101,4,A123,25,A143,A152,1,A172,1,A192,A201,2,0.0
635,None,12,None/Paid,A46,1393,<500,4+ years,4,single,A101,4,A122,47,A141,A152,3,A173,2,A192,A201,1,1.0
636,None,24,None/Paid,A43,1376,500+,4+ years,4,divorced/separated/married,A101,1,A123,28,A143,A152,1,A173,1,A191,A201,1,0.0
637,None,60,Delay,A43,15653,<500,4+ years,2,single,A101,4,A123,21,A143,A152,2,A173,1,A192,A201,1,1.0
638,None,12,None/Paid,A43,1493,<500,1-4 years,4,divorced/separated/married,A101,3,A123,34,A143,A152,1,A173,2,A191,A201,1,0.0
639,<200,42,Delay,A43,4370,<500,4+ years,3,single,A101,2,A122,26,A141,A152,2,A173,2,A192,A201,2,1.0
640,<200,18,None/Paid,A46,750,<500,Unemployed,4,divorced/separated/married,A101,1,A121,27,A143,A152,1,A171,1,A191,A201,2,0.0
641,<200,15,None/Paid,A45,1308,<500,4+ years,4,single,A101,4,A123,38,A143,A152,2,A172,1,A191,A201,1,1.0
642,None,15,None/Paid,A46,4623,<500,1-4 years,3,single,A101,2,A122,40,A143,A152,1,A174,1,A192,A201,2,1.0
643,None,24,Other,A43,1851,<500,4+ years,4,married/widowed,A103,2,A123,33,A143,A152,2,A173,1,A192,A201,1,1.0
644,<200,18,Other,A43,1880,<500,4+ years,4,married/widowed,A101,1,A122,32,A143,A152,2,A174,1,A192,A201,1,1.0
645,None,36,Delay,A49,7980,Unknown/None,1-4 years,4,single,A101,4,A123,27,A143,A151,2,A173,1,A192,A201,2,1.0
646,<200,30,None/Paid,A42,4583,<500,1-4 years,2,divorced/separated,A103,2,A121,32,A143,A152,2,A173,1,A191,A201,1,1.0
647,None,12,None/Paid,A40,1386,500+,1-4 years,2,divorced/separated/married,A101,2,A122,26,A143,A152,1,A173,1,A191,A201,2,0.0
648,200+,24,None/Paid,A40,947,<500,4+ years,4,single,A101,3,A124,38,A141,A153,1,A173,2,A191,A201,2,1.0
649,<200,12,None/Paid,A46,684,<500,1-4 years,4,single,A101,4,A123,40,A143,A151,1,A172,2,A191,A201,2,1.0
650,<200,48,None/Paid,A46,7476,<500,4+ years,4,single,A101,1,A124,50,A143,A153,1,A174,1,A192,A201,1,1.0
651,<200,12,None/Paid,A42,1922,<500,1-4 years,4,single,A101,2,A122,37,A143,A152,1,A172,1,A191,A201,2,1.0
652,<200,24,None/Paid,A40,2303,<500,4+ years,4,single,A102,1,A121,45,A143,A152,1,A173,1,A191,A201,2,1.0
653,<200,36,Delay,A40,8086,<500,4+ years,2,single,A101,4,A123,42,A143,A152,4,A174,1,A192,A201,2,1.0
654,None,24,Other,A41,2346,<500,4+ years,4,single,A101,3,A123,35,A143,A152,2,A173,1,A192,A201,1,1.0
655,<200,14,None/Paid,A40,3973,<500,Unemployed,1,single,A101,4,A124,22,A143,A153,1,A173,1,A191,A201,1,1.0
656,<200,12,None/Paid,A40,888,<500,4+ years,4,single,A101,4,A123,41,A141,A152,1,A172,2,A191,A201,2,1.0
657,None,48,None/Paid,A43,10222,Unknown/None,4+ years,4,single,A101,3,A123,37,A142,A152,1,A173,1,A192,A201,1,1.0
658,<200,30,None/Paid,A49,4221,<500,1-4 years,2,divorced/separated/married,A101,1,A123,28,A143,A152,2,A173,1,A191,A201,1,0.0
659,<200,18,Other,A42,6361,<500,4+ years,2,single,A101,1,A124,41,A143,A152,1,A173,1,A192,A201,1,1.0
660,200+,12,None/Paid,A43,1297,<500,1-4 years,3,married/widowed,A101,4,A121,23,A143,A151,1,A173,1,A191,A201,1,1.0
661,<200,12,None/Paid,A40,900,Unknown/None,1-4 years,4,married/widowed,A101,2,A123,23,A143,A152,1,A173,1,A191,A201,2,1.0
662,None,21,None/Paid,A42,2241,<500,4+ years,4,single,A101,2,A121,50,A143,A152,2,A173,1,A191,A201,1,1.0
663,<200,6,Delay,A42,1050,<500,Unemployed,4,single,A101,1,A122,35,A142,A152,2,A174,1,A192,A201,1,1.0
664,200+,6,Other,A46,1047,<500,1-4 years,2,divorced/separated/married,A101,4,A122,50,A143,A152,1,A172,1,A191,A201,1,0.0
665,None,24,Other,A410,6314,<500,Unemployed,4,single,A102,2,A124,27,A141,A152,2,A174,1,A192,A201,1,1.0
666,<200,30,None/Paid,A42,3496,500+,1-4 years,4,single,A101,2,A123,34,A142,A152,1,A173,2,A192,A201,1,1.0
667,None,48,None/Paid,A49,3609,<500,1-4 years,1,divorced/separated/married,A101,1,A121,27,A142,A152,1,A173,1,A191,A201,1,0.0
668,<200,12,Other,A40,4843,<500,4+ years,3,single,A102,4,A122,43,A143,A151,2,A173,1,A192,A201,2,1.0
669,200+,30,Other,A43,3017,<500,4+ years,4,single,A101,4,A122,47,A143,A152,1,A173,1,A191,A201,1,1.0
670,None,24,Other,A49,4139,<500,1-4 years,3,single,A101,3,A122,27,A143,A152,2,A172,1,A192,A201,1,1.0
671,None,36,None/Paid,A49,5742,<500,4+ years,2,single,A101,2,A123,31,A143,A152,2,A173,1,A192,A201,1,1.0
672,None,60,None/Paid,A40,10366,<500,4+ years,2,single,A101,4,A122,42,A143,A152,1,A174,1,A192,A201,1,1.0
673,None,6,Other,A40,2080,500+,1-4 years,1,married/widowed,A101,2,A123,24,A143,A152,1,A173,1,A191,A201,1,1.0
674,None,21,Delay,A49,2580,500+,1-4 years,4,single,A101,2,A121,41,A141,A152,1,A172,2,A191,A201,2,1.0
675,None,30,Other,A43,4530,<500,4+ years,4,divorced/separated/married,A101,4,A123,26,A143,A151,1,A174,1,A192,A201,1,0.0
676,None,24,Other,A42,5150,<500,4+ years,4,single,A101,4,A123,33,A143,A152,1,A173,1,A192,A201,1,1.0
677,<200,72,None/Paid,A43,5595,<500,1-4 years,2,married/widowed,A101,2,A123,24,A143,A152,1,A173,1,A191,A201,2,1.0
678,<200,24,None/Paid,A43,2384,<500,4+ years,4,single,A101,4,A121,64,A141,A151,1,A172,1,A191,A201,1,1.0
679,None,18,None/Paid,A43,1453,<500,1-4 years,3,divorced/separated/married,A101,1,A121,26,A143,A152,1,A173,1,A191,A201,1,0.0
680,None,6,None/Paid,A46,1538,<500,1-4 years,1,divorced/separated/married,A101,2,A124,56,A143,A152,1,A173,1,A191,A201,1,0.0
681,None,12,None/Paid,A43,2279,Unknown/None,1-4 years,4,single,A101,4,A124,37,A143,A153,1,A173,1,A192,A201,1,1.0
682,None,15,Delay,A43,1478,<500,1-4 years,4,married/widowed,A101,3,A121,33,A141,A152,2,A173,1,A191,A201,1,1.0
683,None,24,Other,A43,5103,<500,1-4 years,3,married/widowed,A101,3,A124,47,A143,A153,3,A173,1,A192,A201,1,1.0
684,<200,36,Delay,A49,9857,<500,4+ years,1,single,A101,3,A122,31,A143,A152,2,A172,2,A192,A201,1,1.0
685,None,60,None/Paid,A40,6527,Unknown/None,1-4 years,4,single,A101,4,A124,34,A143,A153,1,A173,2,A192,A201,1,1.0
686,200+,10,Other,A43,1347,Unknown/None,4+ years,4,single,A101,2,A122,27,A143,A152,2,A173,1,A192,A201,1,1.0
687,<200,36,Delay,A40,2862,<500,4+ years,4,single,A101,3,A124,30,A143,A153,1,A173,1,A191,A201,1,1.0
688,None,9,None/Paid,A43,2753,<500,4+ years,3,single,A102,4,A123,35,A143,A152,1,A173,1,A192,A201,1,1.0
689,<200,12,None/Paid,A40,3651,500+,1-4 years,1,single,A101,3,A122,31,A143,A152,1,A173,2,A191,A201,1,1.0
690,<200,15,Other,A42,975,<500,1-4 years,2,divorced/separated,A101,3,A122,25,A143,A152,2,A173,1,A191,A201,1,1.0
691,<200,15,None/Paid,A45,2631,<500,1-4 years,3,divorced/separated/married,A101,2,A121,25,A143,A152,1,A172,1,A191,A201,1,0.0
692,<200,24,None/Paid,A43,2896,<500,1-4 years,2,single,A101,1,A123,29,A143,A152,1,A173,1,A191,A201,1,1.0
693,<200,6,Other,A40,4716,Unknown/None,1-4 years,1,single,A101,3,A121,44,A143,A152,2,A172,2,A191,A201,1,1.0
694,None,24,None/Paid,A43,2284,<500,4+ years,4,single,A101,2,A123,28,A143,A152,1,A173,1,A192,A201,1,1.0
695,None,6,None/Paid,A41,1236,500+,1-4 years,2,single,A101,4,A122,50,A143,A151,1,A173,1,A191,A201,1,1.0
696,<200,12,None/Paid,A43,1103,<500,4+ years,4,single,A103,3,A121,29,A143,A152,2,A173,1,A191,A202,1,1.0
697,None,12,Other,A40,926,<500,Unemployed,1,divorced/separated/married,A101,2,A122,38,A143,A152,1,A171,1,A191,A201,1,0.0
698,None,18,Other,A43,1800,<500,1-4 years,4,single,A101,2,A123,24,A143,A152,2,A173,1,A191,A201,1,1.0
699,200+,15,None/Paid,A46,1905,<500,4+ years,4,single,A101,4,A123,40,A143,A151,1,A174,1,A192,A201,1,1.0
700,None,12,None/Paid,A42,1123,500+,1-4 years,4,divorced/separated/married,A101,4,A123,29,A143,A151,1,A172,1,A191,A201,2,0.0
701,<200,48,Other,A41,6331,<500,4+ years,4,single,A101,4,A124,46,A143,A153,2,A173,1,A192,A201,2,1.0
702,200+,24,None/Paid,A43,1377,<500,4+ years,4,divorced/separated/married,A101,2,A124,47,A143,A153,1,A173,1,A192,A201,1,0.0
703,<200,30,Delay,A49,2503,<500,4+ years,4,single,A101,2,A122,41,A142,A152,2,A173,1,A191,A201,1,1.0
704,<200,27,None/Paid,A49,2528,<500,1-4 years,4,divorced/separated/married,A101,1,A122,32,A143,A152,1,A173,2,A192,A201,1,0.0
705,None,15,None/Paid,A40,5324,500+,4+ years,1,divorced/separated/married,A101,4,A124,35,A143,A153,1,A173,1,A191,A201,1,0.0
706,<200,48,None/Paid,A40,6560,<500,4+ years,3,single,A101,2,A122,24,A143,A152,1,A173,1,A191,A201,2,1.0
707,<200,12,None/Paid,A42,2969,<500,1-4 years,4,divorced/separated/married,A101,3,A122,25,A143,A151,2,A173,1,A191,A201,2,0.0
708,<200,9,None/Paid,A43,1206,<500,4+ years,4,divorced/separated/married,A101,4,A121,25,A143,A152,1,A173,1,A191,A201,1,0.0
709,<200,9,None/Paid,A43,2118,<500,1-4 years,2,single,A101,2,A121,37,A143,A152,1,A172,2,A191,A201,1,1.0
710,None,18,Other,A43,629,500+,4+ years,4,single,A101,3,A122,32,A141,A152,2,A174,1,A192,A201,1,1.0
711,<200,6,None/Paid,A46,1198,<500,4+ years,4,divorced/separated/married,A101,4,A124,35,A143,A153,1,A173,1,A191,A201,2,0.0
712,None,21,None/Paid,A41,2476,Unknown/None,4+ years,4,single,A101,4,A121,46,A143,A152,1,A174,1,A192,A201,1,1.0
713,<200,9,Other,A43,1138,<500,1-4 years,4,single,A101,4,A121,25,A143,A152,2,A172,1,A191,A201,1,1.0
714,<200,60,None/Paid,A40,14027,<500,4+ years,4,single,A101,2,A124,27,A143,A152,1,A174,1,A192,A201,2,1.0
715,None,30,Other,A41,7596,Unknown/None,4+ years,1,single,A101,4,A123,63,A143,A152,2,A173,1,A191,A201,1,1.0
716,None,30,Other,A43,3077,Unknown/None,4+ years,3,single,A101,2,A123,40,A143,A152,2,A173,2,A192,A201,1,1.0
717,None,18,None/Paid,A43,1505,<500,1-4 years,4,single,A101,2,A124,32,A143,A153,1,A174,1,A192,A201,1,1.0
718,200+,24,Other,A43,3148,Unknown/None,1-4 years,3,single,A101,2,A123,31,A143,A152,2,A173,1,A192,A201,1,1.0
719,<200,20,None/Paid,A41,6148,<500,4+ years,3,married/widowed,A101,4,A123,31,A141,A152,2,A173,1,A192,A201,1,1.0
720,200+,9,None/Paid,A43,1337,<500,1-4 years,4,single,A101,2,A123,34,A143,A152,2,A174,1,A192,A201,2,1.0
721,<200,6,None/Paid,A46,433,500+,1-4 years,4,divorced/separated/married,A101,2,A122,24,A141,A151,1,A173,2,A191,A201,2,0.0
722,<200,12,None/Paid,A40,1228,<500,1-4 years,4,divorced/separated/married,A101,2,A121,24,A143,A152,1,A172,1,A191,A201,2,0.0
723,<200,9,None/Paid,A43,790,500+,1-4 years,4,divorced/separated/married,A101,3,A121,66,A143,A152,1,A172,1,A191,A201,1,0.0
724,None,27,None/Paid,A40,2570,<500,1-4 years,3,divorced/separated/married,A101,3,A121,21,A143,A151,1,A173,1,A191,A201,2,0.0
725,None,6,Other,A40,250,500+,1-4 years,2,divorced/separated/married,A101,2,A121,41,A141,A152,2,A172,1,A191,A201,1,0.0
726,None,15,Other,A43,1316,500+,1-4 years,2,married/widowed,A101,2,A122,47,A143,A152,2,A172,1,A191,A201,1,1.0
727,<200,18,None/Paid,A43,1882,<500,1-4 years,4,divorced/separated/married,A101,4,A123,25,A141,A151,2,A173,1,A191,A201,2,0.0
728,<200,48,None/Paid,A49,6416,<500,4+ years,4,divorced/separated/married,A101,3,A124,59,A143,A151,1,A173,1,A191,A201,2,0.0
729,200+,24,Other,A49,1275,500+,1-4 years,2,divorced/separated,A101,4,A121,36,A143,A152,2,A173,1,A192,A201,1,1.0
730,<200,24,Delay,A43,6403,<500,1-4 years,1,single,A101,2,A123,33,A143,A152,1,A173,1,A191,A201,1,1.0
731,<200,24,None/Paid,A43,1987,<500,1-4 years,2,single,A101,4,A121,21,A143,A151,1,A172,2,A191,A201,2,1.0
732,<200,8,None/Paid,A43,760,<500,4+ years,4,divorced/separated/married,A103,2,A121,44,A143,A152,1,A172,1,A191,A201,1,0.0
733,None,24,None/Paid,A41,2603,500+,1-4 years,2,divorced/separated/married,A101,4,A123,28,A143,A151,1,A173,1,A192,A201,1,0.0
734,None,4,Other,A40,3380,<500,4+ years,1,divorced/separated/married,A101,1,A121,37,A143,A152,1,A173,2,A191,A201,1,0.0
735,<200,36,None/Paid,A44,3990,Unknown/None,1-4 years,3,divorced/separated/married,A101,2,A124,29,A141,A152,1,A171,1,A191,A201,1,0.0
736,<200,24,None/Paid,A41,11560,<500,1-4 years,1,divorced/separated/married,A101,4,A123,23,A143,A151,2,A174,1,A191,A201,2,0.0
737,<200,18,None/Paid,A40,4380,<500,1-4 years,3,single,A101,4,A123,35,A143,A152,1,A172,2,A192,A201,1,1.0
738,None,6,Other,A40,6761,<500,4+ years,1,single,A101,3,A124,45,A143,A152,2,A174,2,A192,A201,1,1.0
739,<200,30,None/Paid,A49,4280,<500,1-4 years,4,divorced/separated/married,A101,4,A123,26,A143,A151,2,A172,1,A191,A201,2,0.0
740,<200,24,None/Paid,A40,2325,<500,4+ years,2,single,A101,3,A123,32,A141,A152,1,A173,1,A191,A201,1,1.0
741,<200,10,None/Paid,A43,1048,<500,1-4 years,4,single,A101,4,A121,23,A142,A152,1,A172,1,A191,A201,1,1.0
742,None,21,None/Paid,A43,3160,Unknown/None,4+ years,4,single,A101,3,A122,41,A143,A152,1,A173,1,A192,A201,1,1.0
743,<200,24,None/Paid,A42,2483,500+,1-4 years,4,single,A101,4,A121,22,A142,A152,1,A173,1,A192,A201,1,1.0
744,<200,39,Other,A42,14179,Unknown/None,4+ years,4,single,A101,4,A122,30,A143,A152,2,A174,1,A192,A201,1,1.0
745,<200,13,Other,A49,1797,<500,1-4 years,3,single,A101,1,A122,28,A141,A152,2,A172,1,A191,A201,1,1.0
746,<200,15,None/Paid,A40,2511,<500,Unemployed,1,divorced/separated/married,A101,4,A123,23,A143,A151,1,A173,1,A191,A201,1,0.0
747,<200,12,None/Paid,A40,1274,<500,1-4 years,3,divorced/separated/married,A101,1,A121,37,A143,A152,1,A172,1,A191,A201,2,0.0
748,None,21,None/Paid,A41,5248,Unknown/None,1-4 years,1,single,A101,3,A123,26,A143,A152,1,A173,1,A191,A201,1,1.0
749,None,15,None/Paid,A41,3029,<500,4+ years,2,single,A101,2,A123,33,A143,A152,1,A173,1,A191,A201,1,1.0
750,<200,6,None/Paid,A42,428,<500,4+ years,2,divorced/separated/married,A101,1,A122,49,A141,A152,1,A173,1,A192,A201,1,0.0
751,<200,18,None/Paid,A40,976,<500,1-4 years,1,divorced/separated/married,A101,2,A123,23,A143,A152,1,A172,1,A191,A201,2,0.0
752,<200,12,None/Paid,A49,841,<500,4+ years,2,divorced/separated/married,A101,4,A121,23,A143,A151,1,A172,1,A191,A201,1,0.0
753,None,30,Other,A43,5771,<500,4+ years,4,divorced/separated/married,A101,2,A123,25,A143,A152,2,A173,1,A191,A201,1,0.0
754,None,12,Delay,A45,1555,500+,4+ years,4,single,A101,4,A124,55,A143,A153,2,A173,2,A191,A201,2,1.0
755,<200,24,None/Paid,A40,1285,Unknown/None,4+ years,4,divorced/separated/married,A101,4,A124,32,A143,A151,1,A173,1,A191,A201,2,0.0
756,200+,6,Other,A40,1299,<500,1-4 years,1,single,A101,1,A121,74,A143,A152,3,A171,2,A191,A202,1,1.0
757,200+,15,Other,A43,1271,Unknown/None,1-4 years,3,single,A101,4,A124,39,A143,A153,2,A173,1,A192,A201,2,1.0
758,None,24,None/Paid,A40,1393,<500,1-4 years,2,single,A103,2,A121,31,A143,A152,1,A173,1,A192,A201,1,1.0
759,<200,12,Other,A40,691,<500,4+ years,4,single,A101,3,A122,35,A143,A152,2,A173,1,A191,A201,2,1.0
760,None,15,Other,A40,5045,Unknown/None,4+ years,1,divorced/separated/married,A101,4,A123,59,A143,A152,1,A173,1,A192,A201,1,0.0
761,<200,18,Other,A42,2124,<500,1-4 years,4,divorced/separated/married,A101,4,A121,24,A143,A151,2,A173,1,A191,A201,2,0.0
762,<200,12,None/Paid,A43,2214,<500,1-4 years,4,single,A101,3,A122,24,A143,A152,1,A172,1,A191,A201,1,1.0
763,None,21,Other,A40,12680,Unknown/None,4+ years,4,single,A101,4,A124,30,A143,A153,1,A174,1,A192,A201,2,1.0
764,None,24,Other,A40,2463,<500,4+ years,4,married/widowed,A101,3,A122,27,A143,A152,2,A173,1,A192,A201,1,1.0
765,<200,12,None/Paid,A43,1155,<500,4+ years,3,married/widowed,A103,3,A121,40,A141,A152,2,A172,1,A191,A201,1,1.0
766,<200,30,None/Paid,A42,3108,<500,1-4 years,2,divorced/separated,A101,4,A122,31,A143,A152,1,A172,1,A191,A201,2,1.0
767,None,10,None/Paid,A41,2901,Unknown/None,1-4 years,1,divorced/separated/married,A101,4,A121,31,A143,A151,1,A173,1,A191,A201,1,0.0
768,<200,12,Other,A42,3617,<500,4+ years,1,single,A101,4,A123,28,A143,A151,3,A173,1,A192,A201,1,1.0
769,None,12,Other,A43,1655,<500,4+ years,2,single,A101,4,A121,63,A143,A152,2,A172,1,A192,A201,1,1.0
770,<200,24,None/Paid,A41,2812,Unknown/None,4+ years,2,divorced/separated/married,A101,4,A121,26,A143,A151,1,A173,1,A191,A201,1,0.0
771,<200,36,Other,A46,8065,<500,1-4 years,3,divorced/separated/married,A101,2,A124,25,A143,A152,2,A174,1,A192,A201,2,0.0
772,None,21,Other,A41,3275,<500,4+ years,1,single,A101,4,A123,36,A143,A152,1,A174,1,A192,A201,1,1.0
773,None,24,Other,A43,2223,<500,4+ years,4,single,A101,4,A122,52,A141,A152,2,A173,1,A191,A201,1,1.0
774,200+,12,Other,A40,1480,500+,Unemployed,2,single,A101,4,A124,66,A141,A153,3,A171,1,A191,A201,1,1.0
775,<200,24,None/Paid,A40,1371,Unknown/None,1-4 years,4,divorced/separated/married,A101,4,A121,25,A143,A151,1,A173,1,A191,A201,2,0.0
776,None,36,Other,A40,3535,<500,4+ years,4,single,A101,4,A123,37,A143,A152,2,A173,1,A192,A201,1,1.0
777,<200,18,None/Paid,A43,3509,<500,4+ years,4,divorced/separated/married,A103,1,A121,25,A143,A152,1,A173,1,A191,A201,1,0.0
778,None,36,Other,A41,5711,500+,4+ years,4,single,A101,2,A123,38,A143,A152,2,A174,1,A192,A201,1,1.0
779,<200,18,None/Paid,A45,3872,<500,Unemployed,2,divorced/separated/married,A101,4,A123,67,A143,A152,1,A173,1,A192,A201,1,0.0
780,<200,39,Other,A43,4933,<500,4+ years,2,single,A103,2,A121,25,A143,A152,2,A173,1,A191,A201,2,1.0
781,None,24,Other,A40,1940,500+,4+ years,4,single,A101,4,A121,60,A143,A152,1,A173,1,A192,A201,1,1.0
782,<200,12,None/Paid,A48,1410,<500,1-4 years,2,single,A101,2,A121,31,A143,A152,1,A172,1,A192,A201,1,1.0
783,<200,12,None/Paid,A40,836,<500,1-4 years,4,divorced/separated/married,A101,2,A122,23,A141,A152,1,A172,1,A191,A201,2,0.0
784,<200,20,None/Paid,A41,6468,Unknown/None,Unemployed,1,divorced/separated,A101,4,A121,60,A143,A152,1,A174,1,A192,A201,1,1.0
785,<200,18,None/Paid,A49,1941,500+,1-4 years,4,single,A101,2,A122,35,A143,A152,1,A172,1,A192,A201,1,1.0
786,None,22,None/Paid,A43,2675,500+,4+ years,3,single,A101,4,A123,40,A143,A152,1,A173,1,A191,A201,1,1.0
787,None,48,Other,A41,2751,Unknown/None,4+ years,4,single,A101,3,A123,38,A143,A152,2,A173,2,A192,A201,1,1.0
788,<200,48,Delay,A46,6224,<500,4+ years,4,single,A101,4,A124,50,A143,A153,1,A173,1,A191,A201,2,1.0
789,<200,40,Other,A46,5998,<500,1-4 years,4,single,A101,3,A124,27,A141,A152,1,A173,1,A192,A201,2,1.0
790,<200,21,None/Paid,A49,1188,<500,4+ years,2,divorced/separated/married,A101,4,A122,39,A143,A152,1,A173,2,A191,A201,2,0.0
791,None,24,None/Paid,A41,6313,Unknown/None,4+ years,3,single,A101,4,A123,41,A143,A152,1,A174,2,A192,A201,1,1.0
792,None,6,Other,A42,1221,Unknown/None,1-4 years,1,married/widowed,A101,2,A122,27,A143,A152,2,A173,1,A191,A201,1,1.0
793,200+,24,None/Paid,A42,2892,<500,4+ years,3,divorced/separated,A101,4,A124,51,A143,A153,1,A173,1,A191,A201,1,1.0
794,None,24,None/Paid,A42,3062,500+,4+ years,4,single,A101,3,A124,32,A143,A151,1,A173,1,A192,A201,1,1.0
795,None,9,None/Paid,A42,2301,<500,1-4 years,2,divorced/separated/married,A101,4,A122,22,A143,A151,1,A173,1,A191,A201,1,0.0
796,<200,18,None/Paid,A41,7511,Unknown/None,4+ years,1,single,A101,4,A122,51,A143,A153,1,A173,2,A192,A201,2,1.0
797,None,12,Other,A42,1258,<500,1-4 years,2,divorced/separated/married,A101,4,A122,22,A143,A151,2,A172,1,A191,A201,1,0.0
798,None,24,Delay,A40,717,Unknown/None,4+ years,4,married/widowed,A101,4,A123,54,A143,A152,2,A173,1,A192,A201,1,1.0
799,<200,9,None/Paid,A40,1549,Unknown/None,1-4 years,4,single,A101,2,A121,35,A143,A152,1,A171,1,A191,A201,1,1.0
800,None,24,Other,A46,1597,<500,4+ years,4,single,A101,4,A124,54,A143,A153,2,A173,2,A191,A201,1,1.0
801,<200,18,Other,A43,1795,<500,4+ years,3,divorced/separated/married,A103,4,A121,48,A141,A151,2,A172,1,A192,A201,1,0.0
802,<200,20,Other,A42,4272,<500,4+ years,1,divorced/separated/married,A101,4,A122,24,A143,A152,2,A173,1,A191,A201,1,0.0
803,None,12,Other,A43,976,Unknown/None,4+ years,4,single,A101,4,A123,35,A143,A152,2,A173,1,A191,A201,1,1.0
804,<200,12,None/Paid,A40,7472,Unknown/None,Unemployed,1,divorced/separated/married,A101,2,A121,24,A143,A151,1,A171,1,A191,A201,1,0.0
805,<200,36,None/Paid,A40,9271,<500,4+ years,2,single,A101,1,A123,24,A143,A152,1,A173,1,A192,A201,2,1.0
806,<200,6,None/Paid,A43,590,<500,1-4 years,3,married/widowed,A101,3,A121,26,A143,A152,1,A172,1,A191,A202,1,1.0
807,None,12,Other,A43,930,Unknown/None,4+ years,4,single,A101,4,A121,65,A143,A152,4,A173,1,A191,A201,1,1.0
